;COUNTYFP;STATEFP;Geo Point;NAME;STATE_NAME
1263;201;13;31.1639914481,-84.7307216738;Miller;Georgia
1264;3;22;30.6528705338,-92.8278792297;Allen;Louisiana
1265;95;30;45.6690533298,-109.395216695;Stillwater;Montana
1266;15;36;42.1412473526,-76.7600260363;Chemung;New York
1267;31;29;37.3840412342,-89.6844539015;Cape Girardeau;Missouri
1268;69;31;41.6194314385,-102.335438285;Garden;Nebraska
1269;91;54;39.3359933047,-80.0461837011;Taylor;West Virginia
1270;119;72;18.3755558594,-65.8002432965;Río Grande;Puerto Rico
1271;15;48;29.8870240994,-96.2779088915;Austin;Texas
1272;147;51;37.2243021506,-78.4410828106;Prince Edward;Virginia
1273;49;12;27.4927094815,-81.8100059395;Hardee;Florida
1274;177;18;39.8644164614,-85.0098761363;Wayne;Indiana
1275;147;21;36.7371415587,-84.4841745377;McCreary;Kentucky
1276;39;49;39.3739160769,-111.576354881;Sanpete;Utah
1277;93;20;38.00019653,-101.31986081;Kearny;Kansas
1278;23;50;44.2733844798,-72.6149783508;Washington;Vermont
1279;105;40;36.7984746846,-95.6173556358;Nowata;Oklahoma
1280;15;29;38.2948490453,-93.2879464988;Benton;Missouri
1281;131;51;37.3007843394,-75.9285418475;Northampton;Virginia
1282;137;29;39.4954650301,-92.0007352464;Monroe;Missouri
1283;39;54;38.336574821,-81.5281178783;Kanawha;West Virginia
1284;25;51;36.7647498967,-77.8590299644;Brunswick;Virginia
1285;181;37;36.3649169333,-78.4079288849;Vance;North Carolina
1286;15;56;42.0879392632,-104.353264458;Goshen;Wyoming
1287;9;13;33.0692757535,-83.2495906334;Baldwin;Georgia
1288;73;12;30.458037893,-84.2778815189;Leon;Florida
1289;207;21;36.991034312,-85.0586875538;Russell;Kentucky
1290;23;25;41.9874357661,-70.7370759268;Plymouth;Massachusetts
1291;53;39;38.8246749142,-82.316909885;Gallia;Ohio
1292;67;1;31.5146944202,-85.2414063367;Henry;Alabama
1293;13;29;38.2572922743,-94.339996655;Bates;Missouri
1294;89;28;32.6347102394,-90.0337143493;Madison;Mississippi
1295;227;48;32.3061694988,-101.43550545;Howard;Texas
1296;111;55;43.4266633846,-89.9482166667;Sauk;Wisconsin
1297;95;51;37.3133053,-76.7738000898;James City;Virginia
1298;105;22;30.6266523214,-90.4056805267;Tangipahoa;Louisiana
1299;13;41;44.1421798372,-120.35658095;Crook;Oregon
1300;273;13;31.7768809864,-84.4369222013;Terrell;Georgia
1301;85;27;44.8235439383,-94.2724202106;McLeod;Minnesota
1302;41;53;46.5777681751,-122.392638348;Lewis;Washington
1303;199;20;38.9166611398,-101.763574005;Wallace;Kansas
1304;41;16;42.1810916537,-111.813201111;Franklin;Idaho
1305;63;1;32.8531388427,-87.9522309156;Greene;Alabama
1306;147;19;43.0820642869,-94.6781370701;Palo Alto;Iowa
1307;39;27;44.0225894661,-92.8620540343;Dodge;Minnesota
1308;47;27;43.6738441803,-93.3488158578;Freeborn;Minnesota
1309;1;25;41.7734492735,-70.2381374923;Barnstable;Massachusetts
1310;49;17;39.0597819407,-88.5898533622;Effingham;Illinois
1311;69;39;41.3338851661,-84.0682304213;Henry;Ohio
1312;57;38;47.3091802574,-101.831489242;Mercer;North Dakota
1313;19;29;38.9906151273,-92.3096802497;Boone;Missouri
1314;305;48;33.1768244406,-101.816123837;Lynn;Texas
1315;29;40;34.5881997167,-96.2977785791;Coal;Oklahoma
1316;105;31;41.1976566629,-103.714949912;Kimball;Nebraska
1317;31;17;41.8954290221,-87.6461407931;Cook;Illinois
1318;47;45;34.1538305575,-82.1259300134;Greenwood;South Carolina
1319;35;6;40.6735903894,-120.594332834;Lassen;California
1320;21;39;40.1376743616,-83.7694969558;Champaign;Ohio
1321;259;48;29.9446888715,-98.7115552055;Kendall;Texas
1322;29;38;46.2850391756,-100.238740757;Emmons;North Dakota
1323;87;22;29.9047257308,-89.3041273649;St. Bernard;Louisiana
1324;198;2;55.7271705274,-133.193025891;Prince of Wales-Hyder;Alaska
1325;23;41;44.491500684,-119.007354057;Grant;Oregon
1326;6;35;34.9125779857,-107.999724325;Cibola;New Mexico
1327;43;38;46.9801017563,-99.7800913745;Kidder;North Dakota
1328;107;42;40.7058005707,-76.2159548592;Schuylkill;Pennsylvania
1329;87;38;46.4472370802,-103.4598757;Slope;North Dakota
1330;119;1;32.5910175308,-88.1987896089;Sumter;Alabama
1331;87;51;37.5380074268,-77.405844847;Henrico;Virginia
1332;209;48;30.0581505603,-98.0310632636;Hays;Texas
1333;67;51;36.9919552301,-79.8810638666;Franklin;Virginia
1334;21;42;40.495294012,-78.7137032852;Cambria;Pennsylvania
1335;37;40;35.9025835959,-96.3708562265;Creek;Oklahoma
1336;39;18;41.5973844823,-85.8587552785;Elkhart;Indiana
1337;85;47;36.0408188808,-87.7756333583;Humphreys;Tennessee
1338;63;20;38.9160955531,-100.48290474;Gove;Kansas
1339;27;24;39.2507169303,-76.9311943444;Howard;Maryland
1340;495;48;31.8500445654,-103.048169055;Winkler;Texas
1341;71;46;43.6942207429,-101.628137211;Jackson;South Dakota
1342;93;22;30.0262964539,-90.7963157853;St. James;Louisiana
1343;13;51;38.8785834577,-77.1009715341;Arlington;Virginia
1344;87;48;34.9648839235,-100.270065923;Collingsworth;Texas
1345;497;48;33.2158995718,-97.6544621205;Wise;Texas
1346;169;13;33.0251331683,-83.5605241695;Jones;Georgia
1347;45;55;42.6800090555,-89.6022219559;Green;Wisconsin
1348;79;22;31.1986202778,-92.5331996257;Rapides;Louisiana
1349;161;29;37.8771285847,-91.7923648921;Phelps;Missouri
1350;167;27;46.3570765653,-96.4683496086;Wilkin;Minnesota
1351;149;17;39.6224801785,-90.8863042728;Pike;Illinois
1352;53;8;37.8213415755,-107.300311758;Hinsdale;Colorado
1353;69;40;34.316508267,-96.6605948986;Johnston;Oklahoma
1354;23;21;38.688812974,-84.0901906655;Bracken;Kentucky
1355;37;55;45.8484671945,-88.398113352;Florence;Wisconsin
1356;77;38;46.2646373267,-96.9482619139;Richland;North Dakota
1357;35;16;46.6737194276,-115.65690713;Clearwater;Idaho
1358;121;46;43.1933721852,-100.71843535;Todd;South Dakota
1359;125;46;43.3108677533,-97.1486602361;Turner;South Dakota
1360;65;36;43.2417469044,-75.4358401731;Oneida;New York
1361;31;56;42.1330537308,-104.965815501;Platte;Wyoming
1362;5;53;46.2398610144,-119.511127184;Benton;Washington
1363;51;22;29.6774585804,-90.0977653992;Jefferson;Louisiana
1364;1;51;37.7649390453,-75.7565570848;Accomack;Virginia
1365;81;26;43.0321563061,-85.549296283;Kent;Michigan
1366;77;6;37.9347459676,-121.271403235;San Joaquin;California
1367;15;34;39.7172646082,-75.1414130536;Gloucester;New Jersey
1368;173;19;40.7374323606,-94.6964147623;Taylor;Iowa
1369;121;17;38.6495781117,-88.9189811153;Marion;Illinois
1370;163;19;41.6370978319,-90.6232428034;Scott;Iowa
1371;53;31;41.5778862866,-96.6539833969;Dodge;Nebraska
1372;39;48;29.1678318425,-95.4342547974;Brazoria;Texas
1373;155;13;31.6022829517,-83.2763750394;Irwin;Georgia
1374;135;29;38.6327516348,-92.5830546608;Moniteau;Missouri
1375;23;37;35.7496106399,-81.7047784739;Burke;North Carolina
1376;193;19;42.3897291621,-96.0447949019;Woodbury;Iowa
1377;125;12;30.0438391148,-82.3714410129;Union;Florida
1378;241;13;34.8817246173,-83.4020764834;Rabun;Georgia
1379;150;2;57.6602871351,-153.749160002;Kodiak Island;Alaska
1380;211;21;38.2154382436,-85.1947770123;Shelby;Kentucky
1381;27;45;33.665806061,-80.2164049721;Clarendon;South Carolina
1382;7;5;36.3387382969,-94.2561015344;Benton;Arkansas
1383;113;1;32.2883800156,-85.1849624464;Russell;Alabama
1384;13;40;33.9622404194,-96.2597620936;Bryan;Oklahoma
1385;79;72;17.9791005078,-67.0428558452;Lajas;Puerto Rico
1386;73;22;32.4783131468,-92.1548701323;Ouachita;Louisiana
1387;25;6;33.0395904342,-115.365336962;Imperial;California
1388;279;48;34.0686230903,-102.351710486;Lamb;Texas
1389;87;16;44.4524547726,-116.784781333;Washington;Idaho
1390;117;27;44.0229951536,-96.2586448321;Pipestone;Minnesota
1391;57;16;46.8161762124,-116.711723179;Latah;Idaho
1392;47;30;47.6459064305,-114.089374334;Lake;Montana
1393;175;20;37.1933028033,-100.851287248;Seward;Kansas
1394;275;13;30.8636815475,-83.9193134094;Thomas;Georgia
1395;45;72;18.2247426881,-66.2218192621;Comerío;Puerto Rico
1396;87;45;34.6892815822,-81.6194154302;Union;South Carolina
1397;11;53;45.7791445679,-122.482577988;Clark;Washington
1398;53;20;38.696627674,-98.204730294;Ellsworth;Kansas
1399;1;28;31.482942855,-91.3534982605;Adams;Mississippi
1400;63;22;30.4401362441,-90.7279074417;Livingston;Louisiana
1401;35;8;39.3297243092,-104.929559461;Douglas;Colorado
1402;33;6;39.0996453445,-122.753183909;Lake;California
1403;5;13;31.5536748311,-82.4526850982;Bacon;Georgia
1404;95;17;40.9318279821,-90.2132382621;Knox;Illinois
1405;203;20;38.4820845404,-101.34735565;Wichita;Kansas
1406;111;17;42.3243507876,-88.4524199255;McHenry;Illinois
1407;49;31;41.1115978115,-102.333949943;Deuel;Nebraska
1408;43;5;33.5894557062,-91.720023319;Drew;Arkansas
1409;73;1;33.5543385118,-86.8963982424;Jefferson;Alabama
1410;83;13;34.854520662,-85.5045272078;Dade;Georgia
1411;71;17;40.8181139287,-90.925108658;Henderson;Illinois
1412;67;28;31.6225588057,-89.1687933116;Jones;Mississippi
1413;13;27;44.034587103,-94.0670290696;Blue Earth;Minnesota
1414;119;47;35.6169396312,-87.0770139545;Maury;Tennessee
1415;249;48;27.7313380332,-98.0898862446;Jim Wells;Texas
1416;85;20;39.416820119,-95.793663658;Jackson;Kansas
1417;63;41;45.5798653729,-117.181020009;Wallowa;Oregon
1418;735;51;37.1502697208,-76.2705623776;Poquoson;Virginia
1419;23;45;34.6920572921,-81.1595312709;Chester;South Carolina
1420;3;32;36.2151963075,-115.013561058;Clark;Nevada
1421;3;36;42.2573913511,-78.027560601;Allegany;New York
1422;119;13;34.3754273152,-83.2291886374;Franklin;Georgia
1423;97;21;38.4418035091,-84.3313958343;Harrison;Kentucky
1424;59;42;39.8537998099,-80.2228738585;Greene;Pennsylvania
1425;1;27;46.6082572906,-93.4154290883;Aitkin;Minnesota
1426;309;48;31.5523801522,-97.2017864999;McLennan;Texas
1427;165;47;36.4694088387,-86.4603553659;Sumner;Tennessee
1428;297;13;33.7815571316,-83.7338466262;Walton;Georgia
1429;17;50;44.0056617687,-72.3768216078;Orange;Vermont
1430;31;18;39.3069999343,-85.5011430488;Decatur;Indiana
1431;5;51;37.7877775498,-80.0061751875;Alleghany;Virginia
1432;133;27;43.6746303972,-96.2532076471;Rock;Minnesota
1433;15;39;38.9340476576,-83.8674279187;Brown;Ohio
1434;67;29;36.9325975948,-92.4988057662;Douglas;Missouri
1435;129;5;35.9109060184,-92.6995245166;Searcy;Arkansas
1436;97;28;33.4941024198,-89.6163956957;Montgomery;Mississippi
1437;223;48;33.1495558982,-95.5639501637;Hopkins;Texas
1438;89;40;34.1153249768,-94.7713788557;McCurtain;Oklahoma
1439;43;36;43.4197021208,-74.9624979781;Herkimer;New York
1440;173;47;36.2878738806,-83.8375139145;Union;Tennessee
1441;3;55;46.7007124229,-90.5645053525;Ashland;Wisconsin
1442;35;42;41.2340543656,-77.638105834;Clinton;Pennsylvania
1443;125;55;46.0528985901,-89.514845622;Vilas;Wisconsin
1444;113;19;42.0789535271,-91.5990228598;Linn;Iowa
1445;215;13;32.5099583696,-84.8770429861;Muscogee;Georgia
1446;5;20;39.5317400033,-95.3134446486;Atchison;Kansas
1447;93;51;36.906729139,-76.7091264828;Isle of Wight;Virginia
1448;131;55;43.3684799638,-88.2307624873;Washington;Wisconsin
1449;161;47;36.5011043566,-87.8384575868;Stewart;Tennessee
1450;103;8;39.9798357499,-108.217225788;Rio Blanco;Colorado
1451;87;8;40.2627443761,-103.809822237;Morgan;Colorado
1452;67;37;36.1306195485,-80.256300016;Forsyth;North Carolina
1453;113;42;41.4461591184,-76.5121412893;Sullivan;Pennsylvania
1454;89;20;39.7847320849,-98.2183408742;Jewell;Kansas
1455;11;40;35.8752484216,-98.4334742816;Blaine;Oklahoma
1456;37;53;47.1242661519,-120.679683235;Kittitas;Washington
1457;377;48;29.99980267,-104.240521679;Presidio;Texas
1458;65;20;39.349716037,-99.8832526271;Graham;Kansas
1459;1;1;32.5349201866,-86.642749235;Autauga;Alabama
1460;47;53;48.5487141288,-119.740857456;Okanogan;Washington
1461;23;24;39.5288947088,-79.2729932831;Garrett;Maryland
1462;99;72;18.3779439965,-67.0807617245;Moca;Puerto Rico
1463;19;18;38.47719455,-85.7072716297;Clark;Indiana
1464;87;55;44.4160919594,-88.464932258;Outagamie;Wisconsin
1465;33;5;35.5884840734,-94.2429568096;Crawford;Arkansas
1466;111;31;41.047767486,-100.745233846;Lincoln;Nebraska
1467;67;48;33.0775359877,-94.3435927798;Cass;Texas
1468;137;28;34.650325267,-89.9447795242;Tate;Mississippi
1469;73;17;41.3531364976,-90.1314083142;Henry;Illinois
1470;41;41;44.6458436266,-123.907654696;Lincoln;Oregon
1471;61;17;39.3561681629,-90.3904985092;Greene;Illinois
1472;115;22;31.1082936995,-93.1841466986;Vernon;Louisiana
1473;91;72;18.4495762857,-66.4877274773;Manatí;Puerto Rico
1474;191;51;36.7244585691,-81.9598229888;Washington;Virginia
1475;13;28;33.9364500127,-89.336445157;Calhoun;Mississippi
1476;51;55;46.3170555846,-90.264452745;Iron;Wisconsin
1477;141;26;45.4493130951,-83.5277564528;Presque Isle;Michigan
1478;105;36;41.7164225715,-74.7681429805;Sullivan;New York
1479;105;37;35.4751864248,-79.1714836119;Lee;North Carolina
1480;105;20;39.0453280683,-98.2076985187;Lincoln;Kansas
1481;247;13;33.6542354352,-84.0266082893;Rockdale;Georgia
1482;21;31;41.8515631921,-96.3286044718;Burt;Nebraska
1483;5;1;31.8696032448,-85.3931969755;Barbour;Alabama
1484;131;27;44.3542643029,-93.2966783051;Rice;Minnesota
1485;281;13;34.9167055034,-83.7372785445;Towns;Georgia
1486;95;54;39.4652776369,-80.8848251911;Tyler;West Virginia
1487;17;53;47.7361089311,-119.691774627;Douglas;Washington
1488;81;48;31.8885309869,-100.529910767;Coke;Texas
1489;129;37;34.1815553357,-77.865597569;New Hanover;North Carolina
1490;37;24;38.2158624014,-76.5290606633;St. Mary's;Maryland
1491;57;35;34.6404621514,-105.850819579;Torrance;New Mexico
1492;17;20;38.3020458533,-96.593928638;Chase;Kansas
1493;29;13;32.013224335,-81.4424722248;Bryan;Georgia
1494;85;54;39.178267375,-81.0629473806;Ritchie;West Virginia
1495;1;49;38.3570143624,-113.235717851;Beaver;Utah
1496;145;26;43.3350287366,-84.0531870389;Saginaw;Michigan
1497;61;72;18.343826453,-66.1140504606;Guaynabo;Puerto Rico
1498;153;21;37.7064741502,-83.0649145355;Magoffin;Kentucky
1499;109;48;31.4470737521,-104.517369966;Culberson;Texas
1500;271;13;31.929800968,-82.9389875255;Telfair;Georgia
1501;143;19;43.3785703546,-95.6236852015;Osceola;Iowa
1502;165;17;37.7531363894,-88.5407417954;Saline;Illinois
1503;27;21;37.7732676848,-86.4292775361;Breckinridge;Kentucky
1504;13;39;40.0158001655,-80.9885424488;Belmont;Ohio
1505;91;27;43.6743620902,-94.551070329;Martin;Minnesota
1506;195;17;41.7562548803,-89.9141029918;Whiteside;Illinois
1507;141;48;31.7686268414,-106.23481792;El Paso;Texas
1508;119;28;34.2514096075,-90.2891244706;Quitman;Mississippi
1509;157;28;31.1610674632,-91.3109179158;Wilkinson;Mississippi
1510;125;22;30.8797727288,-91.4200286829;West Feliciana;Louisiana
1511;23;49;39.7027072964,-112.784789329;Juab;Utah
1512;137;40;34.4855798533,-97.8515306642;Stephens;Oklahoma
1513;205;29;39.7977760151,-92.0766157427;Shelby;Missouri
1514;501;48;33.172974606,-102.827796072;Yoakum;Texas
1515;133;28;33.6023128883,-90.5886186268;Sunflower;Mississippi
1516;55;13;34.4750152607,-85.3452913609;Chattooga;Georgia
1517;215;21;38.0325101344,-85.3278488189;Spencer;Kentucky
1518;101;72;18.3170844647,-66.4202927626;Morovis;Puerto Rico
1519;61;26;46.9915439408,-88.6520579518;Houghton;Michigan
1520;115;5;35.447636026,-93.0341542751;Pope;Arkansas
1521;43;30;46.1484599385,-112.093784553;Jefferson;Montana
1522;59;51;38.8345659231,-77.2762195686;Fairfax;Virginia
1523;1;47;36.1184426301,-84.198463003;Anderson;Tennessee
1524;125;42;40.1894007554,-80.248244362;Washington;Pennsylvania
1525;45;53;47.350535135,-123.183009775;Mason;Washington
1526;63;30;47.0365253041,-113.923741221;Missoula;Montana
1527;77;19;41.6837548102,-94.5010550107;Guthrie;Iowa
1528;127;13;31.2132418055,-81.4936975935;Glynn;Georgia
1529;53;46;43.1923769434,-99.1856121911;Gregory;South Dakota
1530;11;45;33.2660636336,-81.4350227718;Barnwell;South Carolina
1531;55;1;34.0452544,-86.034762324;Etowah;Alabama
1532;11;55;44.3798321501,-91.7544696581;Buffalo;Wisconsin
1533;103;39;41.1175705357,-81.8997238467;Medina;Ohio
1534;21;53;46.5347308489,-118.898842401;Franklin;Washington
1535;23;31;41.226077466,-97.131768846;Butler;Nebraska
1536;83;29;38.385163021,-93.7927500298;Henry;Missouri
1537;147;20;39.7845831125,-99.347022123;Phillips;Kansas
1538;105;72;18.2884177602,-66.2525509031;Naranjito;Puerto Rico
1539;161;20;39.2965532011,-96.7351769755;Riley;Kansas
1540;65;1;32.7626642246,-87.6291176816;Hale;Alabama
1541;397;48;32.8977580696,-96.407781044;Rockwall;Texas
1542;37;16;44.2411163796,-114.281712396;Custer;Idaho
1543;57;27;47.108629802,-94.9166206034;Hubbard;Minnesota
1544;151;31;40.5240610865,-97.1409086996;Saline;Nebraska
1545;3;47;35.5137978753,-86.4588856967;Bedford;Tennessee
1546;1;41;44.7091742748,-117.675363456;Baker;Oregon
1547;111;6;34.3575285169,-119.126027193;Ventura;California
1548;25;19;42.3851848526,-94.6404136047;Calhoun;Iowa
1549;121;72;18.0836334373,-66.9433118197;Sabana Grande;Puerto Rico
1550;33;42;41.0001918546,-78.4741251099;Clearfield;Pennsylvania
1551;13;26;46.6997094485,-88.3521803449;Baraga;Michigan
1552;3;56;44.5267152135,-107.995198768;Big Horn;Wyoming
1553;101;38;48.2217054336,-101.541784418;Ward;North Dakota
1554;139;28;34.7684002341,-88.9088980221;Tippah;Mississippi
1555;43;6;37.5815223099,-119.905517029;Mariposa;California
1556;139;27;44.6484737252,-93.5358982367;Scott;Minnesota
1557;99;47;35.2172743542,-87.3955844374;Lawrence;Tennessee
1558;19;25;41.3012406125,-70.12811317;Nantucket;Massachusetts
1559;9;45;33.214771,-81.0542337736;Bamberg;South Carolina
1560;37;17;41.8935293191,-88.7703159232;DeKalb;Illinois
1561;211;48;35.8375699223,-100.270473266;Hemphill;Texas
1562;121;5;36.341483312,-91.0277165202;Randolph;Arkansas
1563;143;13;33.7942334247,-85.2110263502;Haralson;Georgia
1564;3;37;35.9210263138,-81.1770268506;Alexander;North Carolina
1565;23;47;35.4217523265,-88.6134615499;Chester;Tennessee
1566;185;19;40.7394701918,-93.3273638708;Wayne;Iowa
1567;63;38;47.9216811843,-98.1920324671;Nelson;North Dakota
1568;85;42;41.3021937169,-80.2577062656;Mercer;Pennsylvania
1569;193;17;38.0874875679,-88.1795748823;White;Illinois
1570;39;55;43.7535894574,-88.4882631121;Fond du Lac;Wisconsin
1571;61;55;44.5059941907,-87.3072532822;Kewaunee;Wisconsin
1572;369;48;34.5301133129,-102.784538195;Parmer;Texas
1573;167;20;38.9147788411,-98.7623510222;Russell;Kansas
1574;83;22;32.4177916678,-91.7634818429;Richland;Louisiana
1575;133;1;34.1492251125,-87.3736834128;Winston;Alabama
1576;155;48;33.9746150928,-99.7779848782;Foard;Texas
1577;71;6;34.8414378315,-116.17846142;San Bernardino;California
1578;55;31;41.2953518815,-96.1544786904;Douglas;Nebraska
1579;600;51;38.8530983407,-77.2997880719;Fairfax;Virginia
1580;67;21;38.0423302608,-84.4587221937;Fayette;Kentucky
1581;125;40;35.2066555213,-96.9483597747;Pottawatomie;Oklahoma
1582;122;2;60.1194076421,-151.698058085;Kenai Peninsula;Alaska
1583;35;55;44.7267746477,-91.2859815878;Eau Claire;Wisconsin
1584;105;17;40.8915578871,-88.5577158078;Livingston;Illinois
1585;115;48;32.7425260993,-101.947684441;Dawson;Texas
1586;261;2;61.4170040809,-144.760229318;Valdez-Cordova;Alaska
1587;85;46;43.8958184046,-99.847385514;Lyman;South Dakota
1588;119;22;32.7134544164,-93.3349833098;Webster;Louisiana
1589;115;6;39.2690076722,-121.351262732;Yuba;California
1590;183;29;38.781907067,-90.6748987038;St. Charles;Missouri
1591;109;13;32.1567629596,-81.8868846224;Evans;Georgia
1592;173;48;31.8694627053,-101.520802191;Glasscock;Texas
1593;31;38;47.457077544,-98.882985338;Foster;North Dakota
1594;121;31;41.1690382608,-98.0379852209;Merrick;Nebraska
1595;119;55;45.2115438874,-90.5012525364;Taylor;Wisconsin
1596;113;28;31.1749078562,-90.4041605467;Pike;Mississippi
1597;203;17;40.7882358798,-89.2111061648;Woodford;Illinois
1598;45;18;40.1208707645,-87.2419916982;Fountain;Indiana
